,a,b,c,d,e,f,g,h,i
0,-0.01165760577202676,0.5271652384735694,0.07105449063094056,0.5687430009592963,-0.07655419776429462,0.8265391922029841,-0.02542088377588408,0.9502253846251143,0.21744798426920595
1,-0.015194492464465527,0.3299771612807204,0.06211495355332994,0.5318990622009432,-0.05262269128777633,0.7934344355882478,-0.013259801974535166,0.9354625527666204,0.2046449108835049
2,0.002513723810169774,0.37881938391009684,0.06476556615625616,0.5011686146723145,-0.06842968850859969,0.7846681399146417,-0.022737661947875114,0.9530454262308331,0.21376265788064633
3,-0.013613623120010096,0.4576795531875732,0.0664998018141698,0.54995129587213,-0.0643821569743045,0.7759143757105563,-0.02090795544282643,0.9187541683790309,0.21009588206958119
4,97.28317959563908,1.539198885762753e-08,2.671494197544218,2.825206171583421e-06,-2.6271007990393014,0.6830099735299527,-0.024979012805690565,0.0002926294616688295,1229.9114828683182
5,-0.01627200628202048,0.4315562081225956,0.06314152408735554,0.5653853152335176,-0.0735042664895553,0.7864409337743822,-0.024408729184494826,0.9338050148627189,0.21167119049115585
6,0.0027425568975590815,0.3938313494668554,0.07679855711130591,0.5189193301314808,-0.07137865083460757,0.8019167304489895,-0.02454601957814651,0.9048701941032664,0.21482295036975874
7,-0.010821875156627322,0.47698665280419766,0.07368876410811027,0.5437963978547103,-0.05126496527576798,0.78264118161402,-0.01528376799598471,0.9169557986451563,0.20867692775278818
8,0.011463386688641998,0.38758666764559496,0.07064379206642854,0.474658520728918,-0.07251636080314601,0.8024360899697025,-0.023590283402546368,0.905404747551514,0.2180799744011766
9,0.0008439876810975782,0.45834245763324044,0.07463931053561343,0.5135700380276024,-0.06341340593604407,0.7850356243832081,-0.021291917211932715,0.9156568399944429,0.21194440845992815
10,0.008264245228184697,0.3708388170335875,0.06785131939671081,0.4947620170408413,-0.06913479847434992,0.7992058735417439,-0.022413460847801988,0.9169478518225597,0.2168396972212912
11,-0.006801709775068339,0.4307279629461341,0.06010714613966384,0.5298696991320274,-0.06644013270331792,0.7743610478132358,-0.020027733899357376,0.9159230118023028,0.21048438833085265
12,-0.006413754552180948,0.34964820525319823,0.05023465070722991,0.4558940661034337,-0.07301352721815067,0.7060376226952785,-0.02503518463159184,0.8891886266958097,0.20733854691736145
13,-0.0009386727134488707,0.36858524512273766,0.07345146324141669,0.5324306973979455,-0.07024386702883642,0.7981596896936796,-0.023508579533885167,0.9104862962940523,0.21404641128462196
14,-0.0022865628314692956,0.5149954958300781,0.0709260353905062,0.5081668197806742,-0.06793223724153705,0.7892252198699881,-0.023930756062476594,0.9308755598756475,0.2147948037657244
15,-0.004243265140560073,0.4817070485366696,0.06909742976233373,0.5375503203875698,-0.05011334587526272,0.775277258461547,-0.013928414087639493,0.9164907041039052,0.20894842412789366
16,0.006509517783342609,0.5936697541786251,0.08814928271505872,0.5272769980652211,-0.05771264768096843,0.8175827219890008,-0.021242071098195203,0.95218147561671,0.21321255616523332
17,0.030814575770659578,1.0192477979068721,0.08219985455763586,0.4414230917211176,-0.0569347812579346,0.791644455411588,-0.021529688218559172,0.9702172294392443,0.19036917385610846
