,a,b,c,d,e,f,g,h,i
0,-0.01205128132607436,0.43712481493208344,0.057734966922873,0.5412407657732946,-0.04286690603349309,0.7725569704677727,-0.00789463259306507,0.9135313044072566,0.20643672684028916
1,0.018975348240902804,0.00291148756603429,0.0796832160138018,0.5235031134378573,-0.07820908313804574,0.8950328895622991,-0.018969498227978315,0.8254176483752678,0.3169374489116299
2,0.008598661991915713,0.48897701730546156,0.06558234560519546,0.4936732312492737,-0.04467593356768385,0.7923386868227538,-0.008621764869234242,0.9030527182617175,0.207514965464352
3,-0.025573761886331203,0.44287183005473835,0.022849059330676713,0.5537385635831873,-0.07238040981368257,0.7693811737658579,-0.01446904095004491,0.9181904477112448,0.2072034021016186
4,-0.01987581077290491,0.393107924015933,0.029934721656084927,0.5034812309444975,-0.05137505503338953,0.6897605180629025,-0.009222660651385073,0.8928424701740044,0.2014777570491739
5,-0.021958330438390215,0.5164623102940024,0.02234793708604739,0.5564220192878174,-0.07590951914691307,0.7723083884400394,-0.016128688191376278,0.9186730922829145,0.21173857187021045
6,-0.015784477627421696,0.5217517890381915,0.053391643971951806,0.5530156567325215,-0.042879959817607144,0.7525357300898414,-0.007453180316478628,0.9397200526151319,0.20681001505800425
7,0.006498113038043528,0.6610650578071913,0.06170862547686528,0.48373667822205085,-0.03537369694128878,0.7839046532145707,-0.003987856359929634,0.9433507400744964,0.20437948793388686
8,-0.007662830282613651,0.39377850134956155,0.04834832004044691,0.5306163618741511,-0.06777555404318097,0.7842621514743148,-0.016512910019198555,0.9036088874705341,0.21011058346860098
9,0.0011963804104199744,0.39161990604373503,0.05682982320760152,0.5045839569270886,-0.06748334931769595,0.7978295011074209,-0.01719102511501749,0.899068117663022,0.2121555464373482
10,0.5513652919225417,2.2600517569101495,0.08927843451206041,0.027028276962912854,-0.03460129534872695,0.9435754532191839,-0.004537263438598006,0.8618431526370994,-1.3800309581497134
11,-0.01708541766559831,0.7065821921492697,0.061901742525032326,0.5667511261603797,-0.023609957375571346,0.7689681480370281,0.0006401989509411077,0.9107359816666605,0.2102470585974943
