,a,b,c,d,e,f,g,h,i
0,-0.005785325228611123,0.3866692829832826,0.08012573476537209,0.5239550237556133,-0.05513032842494811,0.7955808692285192,-0.018233475843820127,0.9072786840622964,0.2101522042707031
1,-0.024489487763773504,0.46305746315599033,0.06882768486829292,0.571489429567332,-0.07195890633238665,0.7702479308245825,-0.02615972952742752,0.9183241204527457,0.2112416364634896
2,0.011242413649173968,0.5094730471587159,0.08779833548347757,0.5279893947480032,-0.06541145072273054,0.8032305426657431,-0.024381551706237972,0.9309614291505497,0.21411954718963797
3,-0.012384409971614241,0.4200993555567003,0.07848611144681655,0.5233136327565033,-0.02976512113690835,0.7835103978413048,-0.006612950425622161,0.908425600126523,0.2048330330395161
4,-0.007719446115825788,0.3890157069277487,0.0743317495433981,0.5225040364596124,-0.0688377369731359,0.7929235600599008,-0.023989159325167337,0.9079913186404432,0.21248880783882906
5,-0.017994996898782756,0.4576945421620606,0.07959245778626528,0.5475818185974523,-0.03912039841850207,0.7708098975645277,-0.012076099995201378,0.9157205583679783,0.2063367832017037
6,0.003808421858205873,0.3923975484419688,0.08377858508026989,0.5039033491759475,-0.07123414822442155,0.8063342811052283,-0.02633725212551495,0.9082593422047553,0.2175682760916867
7,-0.04706345340818305,0.21974414792959265,0.052852664208409006,0.6424739436034597,-0.06949012297599486,0.7197311918282554,-0.02536750497878514,0.9351369494692854,0.16949382928504134
8,0.12111776626063747,-20.561528670882346,0.35528130095148047,-1.109650262081072,-0.05584103509226458,3.875354525406635,-0.022915978252150842,0.9863479920845243,0.012496056250806138
9,0.0009119508724488803,0.40802035593479014,0.08547010540859543,0.5147777994661259,-0.0673179141873039,0.8042989400200199,-0.0250011579110977,0.9061353627305632,0.21565144920032167
10,-0.003793985972209446,0.4562473687597808,0.07935120917016592,0.5190710139603325,-0.06581043251241993,0.7808008597151632,-0.02462679931766338,0.9193964239174158,0.2131851759320746
11,0.00040802744126097393,0.3953488918872197,0.07412653294808598,0.5155611961646182,-0.07453043324994348,0.8051726830978982,-0.02518388790982168,0.9050456671098442,0.21589328408734887
12,0.07997696087090986,0.8183845271345063,0.08488175544841486,0.3317255053757437,-0.07270975520851838,0.8123021963254596,-0.023303772352247547,0.8350369053973581,0.15990133164664241
13,0.014887641633925057,0.42020017375251845,0.09414180148663485,0.5086342935827233,-0.05639853023680239,0.8134377550208001,-0.021689812713433315,0.9337891648231182,0.21619954683381218
14,0.009599324919993863,0.477015419056603,0.09137244816431439,0.5246742849307848,-0.03515570369548526,0.7777243988130839,-0.011298476231081787,0.9199805376498867,0.20789507590873707
15,-0.012157715825575045,0.38748785343732955,0.05410530731369265,0.5016929882749485,-0.07196936223271251,0.7172316015969281,-0.02450114612581154,0.8857906594226651,0.20757324910379657
16,-0.012490894057070769,0.4224605429435425,0.08741646649965379,0.550664433798209,-0.05965636975512871,0.7913952465042364,-0.023332985732479355,0.9215360667362833,0.21146977198367778
