,a,b,c,d,e,f,g,h,i
0,-0.020419473250731006,0.399896151363973,0.0645131856723027,0.5623102668032254,-0.04768553231807292,0.774822365666565,-0.011994520201097576,0.9128298473201715,0.20361197037697096
1,-0.026685752937411083,0.5206064040701922,0.04966149802268936,0.5573960840619172,-0.043626067977801816,0.7433477767202135,-0.008217155455280864,0.9322602589827548,0.20740677432393848
2,-0.015481984334865749,0.46075871819790365,0.058109396639050424,0.5554667189041619,-0.048913144368007214,0.7687752998091606,-0.010776094702558733,0.91427516274823,0.2071679838772356
3,0.0002443235617407827,0.3869765820783714,0.0589786219761698,0.5007589133795669,-0.06911969984525682,0.8021785066544838,-0.018917621636532406,0.9035324949528156,0.21309190972884773
4,-0.014701109298083548,0.39647473147853424,0.049141851340702904,0.5279327800434968,-0.05819356649995462,0.7804955600156455,-0.013029906532410868,0.9098336004981822,0.2055067359915035
5,-0.011620363256864873,0.5494481397057862,0.06009649615855293,0.5376494440811694,-0.04797302157433715,0.7574175385118087,-0.010661896487352829,0.941718532849453,0.20842272027990355
6,0.016131251613829906,0.3562720888865642,0.06978253802689677,0.4574119366789595,-0.03147189473889675,0.7938845571658599,-0.003717031387876625,0.9118046843389387,0.2121399089639783
7,-0.013504989051025708,0.49406226401078207,0.06456874688025863,0.5623064306055151,-0.06283044578280338,0.7749060604338185,-0.01884867897593653,0.9190289532774418,0.21066314850070675
8,-0.007733940180152319,0.367027074031529,0.0667541195933246,0.5452370952783171,-0.03932275574848181,0.7765931006815264,-0.00818303611629979,0.9165512214338782,0.20553739699678722
9,-0.020066046016453048,0.504097327544301,0.05554857457073117,0.565216659492198,-0.06285680990884232,0.7621614970945146,-0.018005886978832476,0.9203084899817123,0.20990599088323783
10,0.002616582019911428,0.4264214645260536,0.06922772845255627,0.5190898322884415,-0.06704300154850143,0.7917617128292748,-0.02106607057556054,0.9141658010689656,0.21356934873964625
11,0.0032183489240221273,0.46064270886900854,0.06622183106381112,0.49758070946016897,-0.05931427558389951,0.7774146845102053,-0.017574904281068626,0.9170355139822638,0.21127059515103674
12,-0.006510608671198293,0.40474417906944166,0.05919469376599389,0.5394247834543405,-0.0681074648174461,0.7753825497714419,-0.020133571353217396,0.9094318903940702,0.21025901441309286
13,-0.017159747734567642,0.36690889050808906,0.05810791523229939,0.5347003728087116,-0.06428762329039069,0.7663290171797915,-0.019419515283149065,0.9111926166096009,0.20608698108877163
14,-0.015160036361626387,0.4283329299109522,0.05626209179729567,0.565971483926252,-0.06653189458097053,0.757317782469209,-0.01998016650850899,0.9184574294996074,0.2080352655124391
15,-6.249459629006805e-05,0.4730555165605624,0.06751637844471735,0.5340519556927739,-0.06137332044747838,0.7724409940174787,-0.018644458309573845,0.9190770389707276,0.21000417510323738
16,0.00420163929888485,0.37875598291331775,0.0683869592166876,0.5228606365341609,-0.06401049449186468,0.7915165425788243,-0.019043392042153745,0.9091236340657934,0.21215797323777777
17,0.0011089556075643185,0.4358424620041921,0.06891431393109065,0.5251635363127621,-0.05221680955741823,0.7756890130788686,-0.014004895902128679,0.9163281895054839,0.20907169358645364
18,-0.010299134442729316,0.5143282869713226,0.09183663172320781,0.5922491607732943,-0.05742659441687901,0.8255821899528007,-0.021461452771103333,0.9511903971817418,0.21264117245032166
19,0.00011202558673936675,0.43613626636949165,0.07045738026701408,0.5133910710750369,-0.048869784107299176,0.7969913392042061,-0.012994461949311528,0.9434182727769173,0.2095375192593528
