,a,b,c,d,e,f,g,h,i
0,-0.017540601529380747,0.501797455712773,0.013337970192878737,0.5206759988386638,-0.004036857182195956,0.7539942550297015,0.021239112830783197,0.8360145666866762,0.1986688294280884
1,-0.032890765393586756,1.4121033401045233,0.04196110724616057,0.7405666445863325,0.004108275113496485,0.730536675432498,0.021269083531014036,0.9005142420913476,0.22560518830338994
2,-0.012163164049004607,0.4803318279331145,0.01827029348245297,0.5435216617164647,-0.025693270512527348,0.7796701917483516,0.012949873691874754,0.9282106477969788,0.20024875510720308
3,-0.003584869184561524,0.3963309808700746,0.043157803603883826,0.5058527393589328,0.010987708979739013,0.6810707652409086,0.025165307816114174,0.8949555409116586,0.19685211123130447
4,-0.020431519551711037,0.5668331485757893,0.012893455396856242,0.575518533638883,-0.03093965142044116,0.7888122448399554,0.011541451952257512,0.9304243494338283,0.20413748250723526
5,-0.01658117986399267,0.5527327304167579,0.02309896911428689,0.5649771545512121,-0.02708160295969208,0.744679029167431,0.009602339731079362,0.9319098866189477,0.2032461597568343
6,-0.011279104632533466,0.5214945592269292,0.026604128553485786,0.5372297606878905,-0.02963373877826137,0.7624146729131913,0.007775357981946215,0.9314070200555232,0.20270262486261972
7,-0.009308617698940926,0.45759862110686883,0.03459877350562769,0.5555342178484974,-0.0152944433610868,0.7661296634966952,0.01264013759513193,0.9052685965670705,0.19980968691195833
8,-0.006229549283174723,0.5561870223769017,0.029729921894114317,0.5315786730024071,-0.03272920155492694,0.7938858877930929,0.006719186923306602,0.9347933252579048,0.20423560676626293
9,-0.011670317638817988,0.5261146961417446,0.02615822509724189,0.5485690944803009,-0.03489232768135479,0.7675675490877979,0.005126716507328182,0.9113316933443096,0.20401610856274993
10,-0.01071171660018059,-0.05165830521515743,0.021438445196360522,0.5653190413577809,-0.0454968243604407,0.7903610698881349,0.0021360443272367357,0.9292027937158688,0.18058444184204667
11,-0.008556161781469892,0.595192349084009,0.02519184306528177,0.5386417999162957,-0.036710488893853366,0.7630663289036246,0.004614201110390405,0.9130347983774625,0.20517586698806706
12,-0.005119988176588974,0.42684465112237213,0.04441121102109203,0.5532898042424024,-0.0046957483150889935,0.7565312847264519,0.015857314603375243,0.9079918070769714,0.1983253320152632
13,-0.004586754287960462,0.49331377724099557,0.05318903935581633,0.5511622748835676,0.00212904211978746,0.7650850360678288,0.01661921188760366,0.9032351564839399,0.19911561602563985
14,-0.009890435696785122,0.43300880301457517,0.027755402108073667,0.5510920383620344,-0.04110528569729088,0.7633987329232788,0.0016379113205622971,0.90530871913542,0.20277256761432486
15,0.06136395708125531,0.5244411528967512,0.02964831202145984,0.17558721622362394,-0.03900332826900163,0.7724316579949924,0.0030093055345765812,0.9208992989768799,0.16872325498485138
16,-0.006069502271930828,0.749296262358566,0.03316473866644324,0.540974235673577,-0.038203269509558095,0.7995054476390039,0.003050413948205982,0.9209882017892983,0.2069234033327837
17,-0.006969140654494885,0.6350024519731075,0.038359180756431834,0.5689226475062036,-0.037697151190306574,0.793809133801559,0.0025069583917985416,0.9215755580137436,0.20570466370814014
18,-0.0029991439146927036,0.4298787686041421,0.027603135663309387,0.5049346970457367,-0.04823189443271448,0.7738714848224092,-0.001608797087603446,0.9307844654907287,0.20559020515268253
19,-0.0024421600677335983,0.3576250130981024,0.03213919185256755,0.5138271252169462,-0.04648291691631434,0.7846538630225556,-0.0012950515203612927,0.8973368750805297,0.2050560364622067
20,-0.005347973134386988,0.3225739225870953,0.02692772629290945,0.5362140430510288,-0.0536234839863856,0.7693583310431232,-0.004019979059433689,0.9028451938802442,0.20412542023086713
21,-0.0031629909211576034,0.47260391496029475,0.029599155844713742,0.526990193515334,-0.05112378819802171,0.7765243223866914,-0.003168626973955984,0.9047920982825383,0.20610187562760743
22,-0.00599470570702283,0.4325023283691947,0.025717911585360867,0.5369313838125684,-0.0494177899178039,0.7543954105323171,-0.0023504247045195224,0.9039737268862904,0.204333817571879
