,a,b,c,d,e,f,g,h,i
0,-0.018779140562325613,0.6354294560530904,0.030458509355094445,0.5356946484652482,-0.07263899268181634,0.763825201931909,-0.016977214514222582,0.9246665604499286,0.21560993593504266
1,-0.018359089306412016,0.40189470634230406,0.043399447185440705,0.5462736004794794,-0.0629166332728617,0.7654249235174352,-0.014334933942081688,0.909716207761568,0.2050529638190637
2,-0.005170455372299885,0.39188324958954834,0.05078869972841028,0.5220784465751062,-0.05605865880376066,0.7925681403670781,-0.010721476840017974,0.9000920047777152,0.20907857962366969
3,7.897773042785838,-1.636367181365306,-0.7595963925607025,3.3837041336600193,-0.004011847348303479,1.527983641965736e-06,0.001963965695998659,0.0003138302103459707,-20.3409561170633
4,-0.021070890061685266,0.6235515033258332,0.04151925888454846,0.5693192662756453,-0.05791440683846024,0.7558369378311505,-0.011990795446695813,0.945563593634504,0.2129066441268383
5,-0.010596563124633758,0.44626410121152166,0.03964678550635199,0.5271180029524417,-0.061896331368261566,0.7742406898762164,-0.012344986113568275,0.9098778472051859,0.2093863451871966
6,-0.003434822926399764,0.5130784328119177,0.05483820359224314,0.584840329789354,-0.06190346418923129,0.7987956982767831,-0.01407031245504624,0.938950370314827,0.2099827193798306
7,-0.0026359323528690626,0.591016298695045,0.0434625442585587,0.5453806402641149,-0.06397666229285298,0.7834402155650615,-0.01361301469144229,0.9411308175504173,0.21142113598932044
8,0.0019586753290787135,0.4583833957409595,0.061720057475194046,0.5027290207940899,-0.016376843482745,0.7706106738831796,0.00585331947305695,0.9150864205321076,0.20259298200647916
9,-0.014563727355255426,0.49260340149085535,0.05049968498746952,0.5563592991886515,-0.04441760939640812,0.772254087187306,-0.006346370141646123,0.920408171313047,0.2068887348777502
10,-0.006315354364311044,0.4791011926970478,0.04372938911844529,0.5453764586399815,-0.05612103877253409,0.7660598145613023,-0.009892401204814391,0.9111855748852625,0.207556867827667
